20201108,STRA,FFHUBKGK,Invest,760798
20201109,STRA,FFHUBKGK,Invest,738422
20201110,STRA,FFHUBKGK,Invest,561201
20220317,LUOT,QFTKPZBS,Invest,88611
20220318,LUOT,QFTKPZBS,Invest,77977
20241108,STRA,FFHUBKGK,Redeem,613841
20241108,STRA,FFHUBKGK,Redeem,807686
20241108,STRA,FFHUBKGK,Redeem,832161
20241109,AMOT,NQNUYERN,Invest,996301
20241110,AMOT,NQNUYERN,Invest,634010
20241111,AMOT,NQNUYERN,Invest,329685
20270830,AMOT,NQNUYERN,Redeem,337511
20270830,AMOT,NQNUYERN,Redeem,649060
20270830,AMOT,NQNUYERN,Redeem,1019952
20270831,TMER,KCYLMIHK,Invest,693254
20270901,TMER,KCYLMIHK,Invest,711741
20270902,TMER,KCYLMIHK,Invest,452927
20270903,TMER,KCYLMIHK,Invest,335165
20290317,LUOT,QFTKPZBS,Redeem,78517
20290317,LUOT,QFTKPZBS,Redeem,89225
20290418,TMER,KCYLMIHK,Redeem,345732
20290418,TMER,KCYLMIHK,Redeem,467207
20290418,TMER,KCYLMIHK,Redeem,734181
20290418,TMER,KCYLMIHK,Redeem,715111
