20201108,STRA,FFHUBKGK,Invest,556037
20220317,LUOT,QFTKPZBS,Invest,78116
20241108,STRA,FFHUBKGK,Redeem,608193
20241109,AMOT,NQNUYERN,Invest,326067
20241110,AMOT,NQNUYERN,Invest,319545
20270830,AMOT,NQNUYERN,Redeem,327130
20270830,AMOT,NQNUYERN,Redeem,333807
20270831,TMER,KCYLMIHK,Invest,333729
20270901,TMER,KCYLMIHK,Invest,333730
20290317,LUOT,QFTKPZBS,Redeem,78657
20290418,TMER,KCYLMIHK,Redeem,344252
20290418,TMER,KCYLMIHK,Redeem,344251
20290419,ERRA,IHFEHULT,Invest,444952
20310928,ERRA,IHFEHULT,Redeem,456866
