20201108,STRA,FFHUBKGK,Invest,738096
20201109,STRA,FFHUBKGK,Invest,570794
20220317,LUOT,QFTKPZBS,Invest,224241
20220318,LUOT,QFTKPZBS,Invest,112120
20220319,LUOT,QFTKPZBS,Invest,78484
20241108,STRA,FFHUBKGK,Redeem,624334
20241108,STRA,FFHUBKGK,Redeem,807329
20241109,LUOT,QFTKPZBS,Invest,732650
20241110,LUOT,QFTKPZBS,Invest,366325
20241111,LUOT,QFTKPZBS,Invest,183162
20241112,LUOT,QFTKPZBS,Invest,91581
20241113,LUOT,QFTKPZBS,Invest,76928
20290317,LUOT,QFTKPZBS,Redeem,77268
20290317,LUOT,QFTKPZBS,Redeem,91986
20290317,LUOT,QFTKPZBS,Redeem,183972
20290317,LUOT,QFTKPZBS,Redeem,367945
20290317,LUOT,QFTKPZBS,Redeem,735891
20290317,LUOT,QFTKPZBS,Redeem,79028
20290317,LUOT,QFTKPZBS,Redeem,112897
20290317,LUOT,QFTKPZBS,Redeem,225796
20290318,AMOT,ATBRGNIT,Invest,453464
20290319,AMOT,ATBRGNIT,Invest,459511
20290320,AMOT,ATBRGNIT,Invest,468701
20290321,AMOT,ATBRGNIT,Invest,253880
20290322,AMOT,ATBRGNIT,Invest,243725
20320306,AMOT,ATBRGNIT,Redeem,243822
20320306,AMOT,ATBRGNIT,Redeem,253981
20320306,AMOT,ATBRGNIT,Redeem,468888
20320306,AMOT,ATBRGNIT,Redeem,459694
20320306,AMOT,ATBRGNIT,Redeem,453645
20320307,GHOT,KHMJUWJD,Invest,793878
20320308,GHOT,KHMJUWJD,Invest,570080
20320622,STRA,XZPUSOYO,Invest,442031
20330508,GHOT,KHMJUWJD,Redeem,575039
20330508,GHOT,KHMJUWJD,Redeem,800784
20330509,STRA,XZPUSOYO,Invest,730010
20330510,STRA,XZPUSOYO,Invest,438006
20350517,STRA,XZPUSOYO,Redeem,442661
20350517,STRA,XZPUSOYO,Redeem,737768
20350517,STRA,XZPUSOYO,Redeem,446728
